score_id,customer_id,score_date,score_value,model_version
82,29,2021-07-16,319.7,v2.0
83,29,2022-03-08,287.4,v1.3
84,29,2022-05-18,292.2,v1.2
85,29,2022-10-24,275.3,v1.3
86,29,2023-03-15,236.1,v2.0
87,30,2023-12-05,641.1,v1.2
88,30,2024-06-11,636.9,v1.3
89,31,2021-09-23,404.0,v1.2
90,31,2022-04-17,426.4,v2.0
91,31,2022-10-23,395.6,v1.2
92,31,2023-01-03,414.1,v1.2
93,32,2022-03-17,579.6,v1.2
94,33,2022-10-02,595.3,v1.3
95,33,2023-03-10,617.2,v2.0
96,33,2023-05-20,583.3,v1.2
97,34,2022-10-17,413.6,v1.2
98,34,2023-03-03,380.7,v1.2
99,34,2023-10-19,397.8,v1.3
100,34,2024-01-16,421.7,v1.2
101,34,2024-08-28,458.6,v2.0
102,35,2023-05-05,621.2,v1.2
103,35,2023-07-04,628.0,v1.3
104,36,2021-10-04,453.5,v1.3
105,36,2022-04-30,491.2,v1.2
106,36,2022-10-27,477.0,v1.3
107,36,2023-05-17,446.1,v2.0
108,36,2023-10-01,465.3,v1.3
109,37,2022-06-28,789.0,v1.3
110,37,2022-09-02,802.9,v1.3
111,37,2023-02-28,768.4,v2.0
112,38,2022-07-23,337.6,v1.2
113,39,2023-04-19,487.3,v1.2
114,39,2023-09-11,507.2,v2.0
115,39,2023-11-30,490.1,v1.2
116,40,2022-01-16,740.0,v2.0
117,40,2022-06-27,751.2,v2.0
118,40,2023-01-18,738.1,v1.2
119,40,2023-04-03,728.4,v1.3
120,40,2023-08-11,715.9,v1.3
121,41,2022-04-15,405.3,v2.0
122,42,2021-12-07,425.9,v2.0
123,42,2022-02-26,399.9,v1.2
124,42,2022-08-01,406.8,v1.2
125,42,2022-12-17,395.6,v1.3
126,43,2023-12-08,727.7,v2.0
127,43,2024-04-14,718.1,v2.0
128,44,2022-10-08,462.1,v1.3
129,44,2023-01-07,422.5,v1.3
130,44,2023-07-27,415.1,v1.2
131,45,2023-05-02,784.2,v1.3
132,45,2023-10-05,797.6,v1.3
133,45,2024-05-19,775.8,v1.2
134,45,2024-07-28,767.4,v1.3
135,45,2025-02-24,755.8,v1.3
136,46,2021-11-26,486.8,v1.3
137,47,2022-05-09,393.1,v2.0
138,47,2022-12-12,432.3,v2.0
139,47,2023-02-10,423.0,v1.3
140,47,2023-09-28,433.2,v1.3
141,47,2024-05-06,441.3,v1.3
142,48,2021-07-09,309.7,v1.2
143,49,2021-01-11,487.9,v2.0
144,50,2023-10-19,645.1,v1.3
145,50,2024-06-06,649.2,v2.0
146,50,2025-01-14,671.7,v1.3
147,51,2022-07-31,617.2,v1.2
148,51,2023-03-19,602.5,v1.2
149,52,2023-03-12,501.9,v1.2
150,52,2023-10-08,465.8,v2.0
151,53,2023-03-07,466.8,v1.3
152,53,2023-07-09,480.7,v1.3
153,53,2023-10-10,485.4,v1.2
154,54,2021-05-28,698.2,v1.2
155,54,2021-11-20,713.9,v1.2
156,54,2022-07-01,721.2,v2.0
157,54,2022-08-31,754.8,v2.0
158,55,2021-03-11,577.1,v1.2
159,56,2022-05-28,624.1,v1.2
160,56,2022-09-13,598.9,v1.3
161,57,2023-02-26,336.3,v1.2
162,57,2023-09-18,366.5,v1.3
163,57,2024-05-06,327.0,v1.3
164,57,2024-12-18,329.2,v1.3
165,58,2023-03-23,587.2,v2.0
166,58,2023-10-01,601.0,v2.0
167,58,2024-01-27,565.0,v1.2
168,58,2024-07-05,532.4,v2.0
169,59,2021-07-20,473.8,v1.3
170,59,2021-11-24,488.0,v2.0
171,60,2022-07-20,396.3,v1.2
172,60,2022-11-10,428.5,v2.0
173,60,2023-02-17,411.0,v1.2
174,60,2023-04-25,436.1,v2.0
175,61,2022-04-03,516.4,v1.3
176,61,2022-09-09,546.1,v2.0
177,62,2022-03-25,590.0,v1.2
178,62,2022-08-17,614.3,v2.0
179,63,2021-02-08,623.1,v1.2
180,63,2021-08-05,602.1,v2.0
181,63,2022-01-27,623.4,v2.0
182,63,2022-03-28,629.8,v2.0
183,64,2021-09-03,416.4,v1.3
184,65,2023-11-28,328.2,v2.0
185,65,2024-05-16,291.0,v1.3
186,65,2024-08-03,297.8,v1.3
187,65,2025-01-15,265.7,v1.2
188,65,2025-04-24,291.8,v1.3
189,66,2023-04-01,513.9,v2.0
190,66,2023-11-22,528.9,v1.3
191,66,2024-06-17,497.9,v2.0
192,66,2024-09-29,488.5,v1.2
193,66,2025-05-17,472.4,v1.2
194,67,2022-06-27,493.7,v1.3
195,67,2022-08-30,521.4,v1.2
196,67,2023-03-09,524.9,v1.3
197,68,2021-04-15,704.9,v1.3
198,68,2021-12-08,717.0,v1.3
199,68,2022-03-20,727.3,v1.2
200,68,2022-10-02,696.3,v1.2
201,68,2023-03-30,704.5,v1.3
202,69,2023-12-08,675.9,v1.2
203,69,2024-07-13,677.2,v2.0
204,69,2025-02-17,661.2,v2.0
205,69,2025-04-26,669.9,v1.2
206,70,2021-10-31,565.0,v1.3
207,70,2022-03-14,527.0,v1.3
208,70,2022-09-29,561.7,v1.3
209,71,2023-07-02,814.6,v2.0
210,71,2023-11-21,852.4,v1.2
211,72,2022-02-16,593.8,v1.3
212,72,2022-08-19,603.9,v1.2
213,73,2021-03-16,517.2,v2.0
214,73,2021-07-16,539.3,v1.2
215,73,2021-09-14,541.8,v1.3
216,74,2021-10-06,320.2,v1.2
217,74,2022-02-12,319.4,v1.2
218,74,2022-08-06,300.7,v1.3
219,74,2022-12-16,309.4,v1.2
220,74,2023-08-08,337.0,v1.3
221,75,2023-04-23,713.1,v2.0
222,75,2023-11-04,678.0,v1.3
223,75,2024-02-03,675.3,v2.0
224,76,2022-04-06,496.3,v1.3
225,77,2022-07-13,636.1,v1.3
226,77,2022-09-23,616.5,v2.0
227,78,2021-11-22,404.4,v1.2
228,78,2022-05-15,429.6,v1.2
229,78,2022-11-12,448.8,v1.2
230,78,2023-06-11,424.0,v1.3
231,78,2024-01-04,455.2,v1.3
232,79,2021-10-16,770.4,v2.0
233,79,2022-03-25,802.5,v1.3
234,79,2022-07-15,785.6,v2.0
235,80,2021-04-11,637.5,v1.3
236,81,2021-05-09,586.1,v2.0
237,81,2022-01-02,576.8,v1.3
238,81,2022-06-16,573.1,v1.2
239,81,2022-12-14,567.6,v1.3
240,82,2023-05-20,735.1,v1.3
241,82,2024-01-07,744.9,v1.3
242,82,2024-07-14,713.3,v1.3
243,82,2025-03-10,688.6,v2.0
244,83,2022-05-18,753.8,v1.2
245,83,2022-09-28,720.0,v2.0
246,84,2021-05-31,295.5,v1.3
247,84,2021-12-16,307.2,v1.3
248,85,2023-09-22,531.9,v2.0
249,85,2024-02-05,496.2,v1.2
250,85,2024-05-07,491.7,v1.3
251,85,2024-09-22,459.6,v2.0
252,85,2025-04-08,498.9,v1.2
253,86,2022-06-10,501.3,v2.0
254,86,2022-11-25,539.9,v1.3
255,86,2023-03-07,541.2,v1.3
256,86,2023-06-01,527.5,v1.3
257,86,2023-08-31,546.9,v2.0
258,87,2023-01-17,349.4,v1.3
259,87,2023-04-21,309.4,v1.2
260,87,2023-09-10,343.5,v1.2
261,88,2021-07-14,638.5,v1.2
262,89,2021-12-06,432.9,v2.0
263,89,2022-07-21,427.0,v1.2
264,89,2022-09-24,396.4,v1.2
265,89,2022-11-25,367.3,v1.2
266,89,2023-04-25,329.4,v1.3
267,90,2023-02-20,462.9,v1.2
268,91,2021-01-10,668.2,v2.0
269,91,2021-05-08,690.1,v1.2
270,91,2021-08-12,704.1,v1.3
271,92,2023-05-02,366.9,v1.2
272,93,2022-08-23,630.1,v1.3
273,94,2021-12-15,562.9,v1.2
274,94,2022-06-25,595.0,v1.2
275,94,2022-11-13,625.2,v1.3
276,94,2023-04-14,614.7,v1.2
277,95,2023-04-07,424.2,v2.0
278,95,2023-11-26,420.5,v1.2
279,95,2024-03-28,393.8,v2.0
280,96,2021-06-08,341.5,v1.2
281,96,2021-10-14,368.7,v1.3
282,96,2022-06-07,331.7,v1.2
283,97,2022-06-06,423.4,v1.3
284,97,2022-12-24,438.1,v2.0
285,97,2023-05-27,450.3,v1.3
286,98,2022-10-23,821.1,v2.0
287,98,2023-04-13,843.7,v1.2
288,98,2023-07-16,828.6,v2.0
289,98,2024-01-25,861.4,v2.0
290,98,2024-09-19,845.5,v1.3
291,99,2021-09-13,773.8,v2.0
292,99,2022-03-14,785.2,v1.2
293,99,2022-08-09,805.4,v1.3
294,99,2022-11-16,795.2,v2.0
295,99,2023-05-21,793.5,v2.0
296,100,2022-03-17,449.5,v1.3
297,101,2023-08-04,589.7,v1.2
298,101,2023-10-25,591.9,v1.2
299,101,2023-12-26,601.0,v1.2
300,102,2022-12-23,752.2,v2.0
301,102,2023-04-16,712.7,v2.0
302,102,2023-07-02,686.0,v2.0
303,103,2023-11-23,380.9,v1.3
304,103,2024-07-09,401.1,v1.2
305,103,2024-11-11,390.5,v1.3
306,103,2025-06-12,354.4,v1.3
307,104,2021-04-23,667.2,v1.3
308,104,2021-12-17,694.7,v1.2
309,104,2022-06-19,733.2,v2.0
310,105,2023-04-10,465.6,v1.3
311,105,2023-11-14,491.8,v1.3
312,106,2023-04-11,662.7,v1.2
313,106,2023-10-10,643.7,v2.0
314,106,2024-04-19,625.7,v2.0
315,106,2024-08-06,596.9,v1.2
316,107,2021-08-20,343.8,v2.0
317,107,2022-02-26,365.0,v1.2
318,107,2022-06-08,325.4,v1.2
319,107,2022-09-26,337.0,v1.3
320,108,2023-01-07,570.3,v2.0
321,108,2023-06-03,576.5,v2.0
322,108,2023-11-14,556.1,v2.0
323,108,2024-06-10,542.3,v2.0
324,108,2024-12-28,539.4,v1.2
325,109,2021-03-10,618.9,v1.2
326,109,2021-05-12,617.5,v1.2
327,109,2021-07-16,579.3,v2.0
328,110,2022-03-11,772.2,v2.0
329,110,2022-07-10,794.8,v1.2
330,110,2023-03-03,833.8,v1.2
331,111,2022-02-16,366.7,v1.3
332,111,2022-07-03,405.9,v1.2
333,112,2021-08-01,364.3,v1.3
334,112,2022-03-24,330.5,v1.2
335,112,2022-10-09,363.4,v1.3
336,112,2023-04-20,401.3,v1.2
337,113,2021-06-11,662.6,v1.3
338,113,2021-11-11,675.0,v1.3
339,114,2022-05-09,674.6,v2.0
340,114,2022-11-08,707.5,v1.2
341,114,2023-04-19,720.1,v1.3
342,114,2023-07-13,693.9,v2.0
343,115,2023-06-17,648.8,v2.0
344,115,2024-01-16,629.7,v1.2
345,115,2024-07-31,618.6,v1.3
346,115,2025-02-23,634.1,v2.0
347,116,2022-11-01,623.1,v2.0
348,116,2023-04-18,610.4,v1.2
349,116,2023-08-31,615.6,v2.0
350,116,2024-02-18,636.4,v1.2
351,116,2024-05-10,597.2,v1.3
352,117,2023-10-16,450.2,v1.2
353,117,2024-05-29,456.8,v1.2
354,117,2024-12-03,433.0,v1.2
355,118,2023-12-06,421.2,v2.0
356,118,2024-05-11,412.3,v2.0
357,118,2025-01-03,423.7,v2.0
358,118,2025-07-25,425.2,v1.3
359,119,2022-11-12,545.7,v2.0
360,119,2023-04-03,544.5,v2.0
361,120,2021-07-26,410.7,v1.3
362,120,2022-01-13,403.6,v1.3
363,120,2022-04-20,374.8,v1.3
364,121,2023-09-29,709.7,v1.2
365,122,2021-11-30,373.1,v2.0
366,122,2022-04-20,372.9,v1.3
367,122,2022-09-05,344.3,v1.2
368,122,2023-01-16,373.4,v1.3
369,122,2023-03-22,339.8,v2.0
370,123,2023-09-06,602.7,v2.0
371,123,2024-05-01,579.7,v1.2
372,123,2024-11-15,570.0,v1.3
373,124,2021-08-26,680.4,v2.0
374,125,2023-06-28,754.2,v1.3
375,125,2023-09-08,734.1,v1.2
376,125,2024-01-28,746.1,v1.2
377,125,2024-04-03,731.6,v2.0
378,126,2021-11-13,569.8,v1.3
379,126,2022-01-26,541.3,v2.0
380,126,2022-08-30,544.4,v1.2
381,126,2023-04-04,523.6,v2.0
382,126,2023-07-16,548.1,v1.2
383,127,2021-08-20,479.6,v1.3
384,128,2023-07-08,350.3,v2.0
385,129,2021-09-17,566.6,v1.2
386,129,2022-03-03,595.3,v1.3
387,129,2022-10-05,585.9,v1.2
388,129,2023-04-19,595.4,v1.2
389,129,2023-09-30,602.9,v2.0
390,130,2021-02-24,434.8,v2.0
391,131,2023-04-30,593.7,v2.0
392,131,2023-10-21,620.8,v2.0
393,131,2024-01-22,655.3,v1.2
394,131,2024-04-07,630.6,v1.2
395,132,2022-04-28,438.4,v1.3
396,132,2022-08-24,473.1,v2.0
397,133,2021-05-06,659.0,v1.2
398,134,2022-12-21,699.5,v1.2
399,134,2023-03-17,721.9,v2.0
400,134,2023-07-02,692.1,v1.2
401,135,2021-02-17,613.7,v2.0
402,136,2021-09-07,423.1,v1.2
403,136,2022-05-04,421.1,v2.0
404,136,2022-08-29,417.7,v1.2
405,137,2022-11-05,752.6,v1.2
406,137,2023-03-26,732.2,v1.2
407,137,2023-07-19,709.5,v2.0
408,137,2024-02-12,703.5,v1.3
409,137,2024-04-16,720.3,v2.0
410,138,2022-01-02,486.7,v1.3
411,138,2022-06-21,521.5,v2.0
412,138,2022-08-23,492.3,v1.3
413,139,2021-05-06,761.7,v1.3
414,139,2021-12-04,778.8,v1.2
415,140,2022-02-24,577.2,v1.3
416,140,2022-04-27,550.8,v2.0
417,140,2022-09-07,572.0,v2.0
418,140,2023-01-12,574.4,v1.3
419,140,2023-04-04,599.8,v1.2
420,141,2023-03-20,581.3,v2.0
421,141,2023-08-05,618.1,v1.2
422,141,2024-03-31,592.9,v1.3
423,141,2024-08-06,609.0,v2.0
424,142,2023-05-05,769.9,v1.2
425,142,2023-07-24,747.0,v1.2
426,142,2024-02-12,770.6,v1.2
427,143,2021-12-17,386.2,v1.2
428,144,2023-07-22,588.7,v2.0
429,144,2024-02-19,603.7,v1.2
430,145,2022-06-04,629.7,v1.2
431,145,2022-09-16,610.9,v1.3
432,146,2023-03-27,605.3,v2.0
433,146,2023-10-30,627.0,v1.3
434,147,2022-07-22,749.1,v1.3
435,147,2023-02-18,769.2,v2.0
436,148,2023-05-29,468.5,v1.3
437,149,2021-04-19,566.4,v1.2
438,149,2021-08-03,538.2,v1.3
439,150,2023-04-07,580.1,v1.2
440,150,2023-10-04,617.7,v2.0
441,150,2024-03-22,648.9,v2.0
442,150,2024-09-11,688.4,v1.2
443,151,2021-07-17,618.2,v2.0
444,151,2022-02-19,643.1,v1.2
445,151,2022-09-11,649.4,v1.2
446,152,2021-11-19,563.3,v2.0
447,152,2022-04-30,586.8,v2.0
448,152,2022-09-24,575.6,v1.2
449,152,2023-04-29,605.6,v1.3
450,152,2023-09-10,621.7,v2.0
451,153,2021-04-23,371.7,v1.3
452,153,2021-07-02,404.0,v2.0
453,153,2021-12-25,376.7,v1.3
454,153,2022-05-23,360.2,v2.0
455,154,2023-02-28,616.8,v1.2
456,154,2023-10-23,606.5,v1.2
457,155,2022-10-01,303.8,v1.2
458,155,2023-02-21,338.4,v1.3
459,155,2023-07-24,377.8,v1.3
460,156,2021-06-16,717.1,v1.2
461,156,2021-11-21,734.5,v1.3
462,157,2021-03-08,540.4,v1.3
463,157,2021-05-21,562.1,v1.2
464,157,2021-09-16,584.9,v2.0
465,157,2022-01-13,549.1,v2.0
466,157,2022-07-01,521.6,v2.0
467,158,2023-10-11,739.8,v1.3
468,158,2024-04-10,723.3,v1.2
469,158,2024-11-21,692.6,v2.0
470,159,2023-02-26,654.0,v2.0
471,159,2023-06-26,630.7,v2.0
472,160,2021-12-25,621.4,v1.2
473,160,2022-03-10,596.6,v2.0
474,160,2022-07-07,592.8,v1.2
475,160,2022-12-08,591.8,v2.0
476,161,2021-10-22,578.9,v1.2
477,162,2021-06-25,282.4,v1.2
478,163,2023-11-29,511.0,v2.0
479,164,2021-11-06,338.9,v1.2
480,165,2021-04-11,415.9,v2.0
481,165,2021-07-09,425.6,v1.3
482,165,2021-11-13,411.5,v2.0
483,165,2022-02-11,411.9,v1.3
484,166,2023-12-12,588.7,v1.2
485,166,2024-04-14,587.2,v1.3
486,166,2024-10-19,568.1,v1.2
487,167,2022-01-08,327.3,v1.2
488,167,2022-03-21,363.0,v1.2
489,167,2022-11-08,381.0,v1.2
490,167,2023-06-18,363.2,v1.2
491,167,2023-09-20,341.2,v1.2
492,168,2022-05-20,498.6,v1.3
493,168,2022-09-19,492.3,v2.0
494,169,2021-07-25,413.4,v1.2
495,169,2022-03-06,376.5,v2.0
496,170,2022-08-30,553.6,v2.0
497,170,2022-11-19,589.3,v1.3
498,171,2021-01-17,672.8,v1.3
499,171,2021-07-27,656.2,v1.3
500,172,2022-07-27,524.3,v2.0
501,172,2022-12-02,543.4,v1.3
502,172,2023-04-21,544.2,v2.0
503,172,2023-08-26,552.3,v1.2
504,172,2024-02-24,572.1,v1.2
505,173,2022-04-11,616.0,v2.0
506,173,2022-09-19,597.9,v1.3
507,173,2023-02-27,576.9,v2.0
508,173,2023-08-03,550.7,v1.2
509,173,2024-02-19,538.5,v2.0
510,174,2021-06-13,786.4,v2.0
511,175,2022-11-04,473.0,v1.2
512,175,2023-03-07,468.7,v1.3
513,175,2023-10-14,491.2,v2.0
514,175,2024-01-24,458.2,v1.3
515,176,2021-07-21,386.0,v1.2
516,176,2021-11-04,421.4,v1.2
517,177,2021-07-06,303.8,v1.2
518,177,2021-10-18,268.0,v2.0
519,177,2022-03-24,277.2,v2.0
520,177,2022-08-10,251.3,v1.2
521,177,2023-03-11,214.3,v1.2
522,178,2022-04-11,701.4,v1.3
523,179,2021-07-06,455.3,v2.0
524,179,2021-11-06,479.3,v2.0
525,179,2022-03-07,485.3,v2.0
526,179,2022-06-20,508.3,v1.3
527,180,2021-12-14,775.0,v1.2
528,180,2022-08-03,739.5,v2.0
529,180,2023-01-27,770.8,v1.2
530,181,2023-08-18,525.8,v1.3
531,181,2023-11-08,547.7,v1.3
532,182,2021-11-05,487.1,v2.0
533,182,2022-05-03,452.4,v1.3
534,183,2022-09-30,665.3,v1.3
535,183,2023-05-14,681.1,v1.3
536,183,2023-07-18,696.0,v1.3
537,184,2023-05-09,336.3,v1.2
538,184,2023-10-19,366.1,v2.0
539,184,2024-01-29,366.4,v1.3
540,184,2024-07-24,329.1,v1.3
541,185,2022-02-06,823.8,v1.3
542,185,2022-04-20,791.5,v1.2
543,185,2022-06-22,796.9,v2.0
544,185,2022-12-10,780.9,v1.3
545,186,2023-11-16,637.7,v1.2
546,186,2024-02-20,620.6,v1.3
547,186,2024-06-04,608.6,v1.2
548,186,2024-10-07,609.3,v1.3
549,186,2025-05-04,620.3,v2.0
550,187,2022-12-23,541.8,v1.2
551,188,2022-12-27,503.4,v1.2
552,188,2023-04-15,477.6,v1.3
553,188,2023-08-07,487.0,v2.0
554,188,2023-12-28,463.1,v1.2
555,189,2021-08-25,356.1,v2.0
556,189,2022-03-11,366.4,v1.2
557,190,2023-01-27,333.5,v1.2
558,190,2023-07-14,347.5,v1.2
559,190,2024-01-04,369.3,v1.3
560,191,2022-01-23,318.9,v1.2
561,191,2022-07-03,356.9,v1.3
562,191,2022-09-29,374.6,v1.2
563,191,2023-03-13,358.1,v2.0
564,192,2021-04-15,283.3,v2.0
565,192,2021-07-13,297.3,v1.2
566,193,2023-10-18,736.0,v2.0
567,193,2024-02-05,738.0,v2.0
568,193,2024-08-23,702.3,v1.3
569,194,2022-04-20,568.1,v1.3
570,195,2023-01-16,300.1,v1.2
571,195,2023-07-31,308.6,v1.2
572,195,2024-01-24,274.0,v2.0
573,195,2024-06-16,267.1,v2.0
574,196,2021-11-25,446.2,v1.2
575,196,2022-02-11,477.0,v1.3
576,196,2022-06-14,448.5,v1.3
577,196,2022-08-27,431.2,v2.0
578,197,2021-12-03,329.4,v1.3
579,197,2022-02-10,295.0,v2.0
580,197,2022-04-18,269.0,v1.2
581,198,2023-07-08,527.9,v2.0
582,199,2022-10-08,559.3,v2.0
583,200,2022-12-21,636.9,v1.3
584,201,2021-05-26,300.5,v2.0
585,201,2021-12-14,307.3,v1.3
586,202,2023-02-09,737.1,v2.0
587,202,2023-06-24,733.1,v1.2
588,203,2022-10-05,616.0,v2.0
589,203,2023-02-07,577.7,v1.3
590,204,2022-04-24,392.4,v2.0
591,204,2022-07-18,418.4,v1.3
592,204,2023-01-26,446.8,v1.2
593,204,2023-05-13,475.9,v1.2
594,205,2021-10-13,444.7,v2.0
595,205,2022-03-22,411.5,v2.0
596,206,2023-06-21,372.4,v1.2
597,206,2024-01-26,408.1,v2.0
598,206,2024-07-14,415.1,v1.2
599,206,2025-02-22,415.2,v2.0
600,206,2025-07-25,431.5,v2.0
601,207,2023-06-27,526.2,v1.2
602,207,2023-12-31,503.7,v1.2
603,208,2022-12-26,404.9,v2.0
604,208,2023-05-07,438.1,v2.0
605,208,2023-10-25,401.8,v1.2
606,209,2022-07-10,334.5,v1.2
607,209,2022-11-08,325.1,v2.0
608,209,2023-05-19,307.3,v2.0
609,210,2022-12-17,441.9,v2.0
610,210,2023-04-17,470.0,v2.0
611,211,2021-11-02,450.6,v2.0
612,211,2022-02-27,449.4,v1.3
613,211,2022-08-10,479.1,v1.3
614,211,2023-02-24,465.1,v2.0
615,212,2023-03-28,473.0,v2.0
616,212,2023-08-05,455.0,v2.0
617,213,2022-11-25,672.1,v1.2
618,213,2023-06-15,658.9,v1.2
619,214,2023-10-25,581.8,v1.2
620,215,2021-12-21,631.6,v2.0
621,215,2022-04-08,660.4,v2.0
622,215,2022-07-21,626.5,v1.3
623,215,2022-11-13,624.2,v1.2
624,216,2021-11-17,540.9,v1.2
625,217,2023-11-08,540.6,v2.0
626,217,2024-04-19,564.8,v2.0
627,218,2022-01-23,774.1,v1.2
628,218,2022-08-28,744.2,v1.2
629,218,2022-12-12,781.7,v1.2
630,218,2023-08-01,816.7,v2.0
631,219,2023-07-04,614.6,v2.0
632,219,2023-11-03,635.8,v2.0
633,219,2024-01-04,613.9,v2.0
634,219,2024-07-10,599.2,v1.2
635,219,2024-09-18,589.1,v1.2
636,220,2023-08-24,816.1,v1.3
637,220,2023-10-29,787.2,v1.3
638,220,2024-02-22,760.9,v1.2
639,221,2022-08-13,405.5,v1.2
640,221,2022-10-16,426.3,v2.0
641,221,2023-03-16,446.7,v2.0
642,222,2022-11-22,371.0,v2.0
643,222,2023-03-30,368.7,v2.0
644,222,2023-10-18,404.1,v2.0
645,222,2024-02-20,400.4,v1.3
646,222,2024-09-18,406.7,v2.0
647,223,2023-11-07,639.7,v1.3
648,223,2024-04-24,612.8,v1.3
649,223,2024-09-26,650.1,v1.2
650,223,2025-04-01,642.7,v2.0
651,223,2025-07-25,649.6,v1.3
652,224,2022-03-24,720.9,v2.0
653,224,2022-06-07,693.7,v1.3
654,225,2022-05-28,760.8,v2.0
655,225,2022-10-30,787.4,v1.3
656,225,2023-06-23,804.4,v2.0
657,225,2023-10-28,833.8,v1.3
658,225,2024-06-01,802.5,v1.3
659,226,2023-06-01,718.5,v2.0
660,226,2023-09-22,682.1,v1.2
661,226,2024-01-27,693.2,v1.3
662,226,2024-06-23,721.2,v1.2
663,226,2024-09-21,726.4,v1.2
664,227,2022-03-11,489.0,v1.2
665,227,2022-10-10,471.2,v1.3
666,228,2021-03-26,623.5,v2.0
667,228,2021-08-03,653.4,v1.2
668,228,2022-01-09,641.2,v1.2
669,229,2022-05-18,757.4,v1.2
670,229,2022-07-25,718.7,v2.0
671,229,2023-03-12,722.6,v2.0
672,230,2023-08-19,636.0,v1.3
673,231,2023-08-16,501.0,v1.3
674,232,2022-07-04,723.2,v2.0
675,232,2022-10-05,689.9,v1.3
676,233,2021-03-28,291.5,v2.0
677,233,2021-08-03,315.1,v1.2
678,233,2021-11-08,315.8,v1.3
679,233,2022-03-29,342.4,v1.2
680,233,2022-11-24,356.9,v1.2
681,234,2023-09-10,536.3,v1.3
682,234,2024-01-04,518.2,v1.2
683,235,2022-06-09,485.4,v1.3
684,235,2022-12-12,513.0,v1.3
685,235,2023-05-13,495.6,v1.2
686,236,2023-01-14,509.0,v1.3
687,237,2023-06-14,675.7,v1.2
688,237,2023-10-19,699.4,v1.3
689,237,2024-05-25,734.8,v2.0
690,237,2024-12-24,723.8,v1.2
691,237,2025-06-02,684.0,v2.0
692,238,2022-12-05,353.9,v1.3
693,238,2023-04-12,382.7,v1.2
694,239,2023-10-02,535.3,v2.0
695,239,2024-03-16,546.4,v1.3
696,240,2023-02-08,382.4,v2.0
697,240,2023-08-22,408.4,v1.2
